curricula,problem_set_name,question_id,academic_year,number_of_students,incorrect_count,percent_correct,correct_answer,first_common_wrong_answer,second_common_wrong_answer,third_common_wrong_answer,first_common_wrong_answer_count,second_common_wrong_answer_count,third_common_wrong_answer_count
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---6.5 Lesson 4 (6.G.1),1245599,18_19,145,33.0,77.93,126,"""252""","""72""","""33""",12.0,4.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---6.5 Lesson 4 (6.G.1),1245599,19_20,207,44.0,79.22,126,"""252""","""220.5""","""63""",21.0,2.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---6.5 Lesson 6 (6.G.1),1245639,18_19,119,28.0,77.31,1500,"""2250""","""1600""","""500""",7.0,2.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---6.5 Lesson 6 (6.G.1),1245639,19_20,191,74.0,61.78,1500,"""2250""","""2,250""","""230""",26.0,5.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---6.5 Lesson 8 (6.G.3),1459865,18_19,145,101.0,31.03,19.5,"""21""","""18""","""42""",30.0,8.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---6.5 Lesson 8 (6.G.3),1459865,19_20,86,72.0,17.44,19.5,"""21""","""20""","""18""",12.0,5.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,"Exit Ticket---6.6 Lesson 12 (6.SP.2, 6.SP.5.a, 6.SP.5.b)",1460224,17_18,44,25.0,45.45,7,"""6""","""8""","""10.5""",8.0,7.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,"Exit Ticket---6.6 Lesson 12 (6.SP.2, 6.SP.5.a, 6.SP.5.b)",1460224,18_19,55,50.0,10.9,7,"""8""","""6""","""12""",13.0,10.0,10.0
EngageNY/Eureka Math (© by Great Minds®) *,"Exit Ticket---6.6 Lesson 12 (6.SP.2, 6.SP.5.a, 6.SP.5.b)",1460224,19_20,74,49.0,35.13,7,"""10.5""","""8""","""12""",12.0,10.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---6.6 Lesson 2 (6.SP.2),1247326,17_18,93,24.0,75.26,3,"""8""","""9""","""1/9""",19.0,2.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---6.6 Lesson 2 (6.SP.2),1247326,18_19,42,18.0,59.52,3,"""8""","""1""",,16.0,1.0,
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---6.6 Lesson 2 (6.SP.2),1247326,19_20,82,34.0,59.75,3,"""8""","""1""","""4""",18.0,6.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---6.6 Lesson 3 (6.SP.4),1247373,18_19,75,45.0,41.33,3,"""18""","""9""","""12""",25.0,5.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---6.6 Lesson 3 (6.SP.4),1247373,19_20,81,33.0,60.49,3,"""18""","""9""","""42""",25.0,3.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 14 (7.RP.3),1061044,16_17,92,46.0,50.0,109,"""218""","""103""","""981""",24.0,2.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 14 (7.RP.3),1061044,17_18,51,22.0,58.82,109,"""218""","""19""","""170""",8.0,2.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 14 (7.RP.3),1061044,18_19,150,63.0,58.0,109,"""218""","""981""","""219.09""",31.0,6.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 14 (7.RP.3),1220820,15_16,28,14.0,53.57,218,"""109""","""327""","""1""",6.0,2.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 14 (7.RP.3),1220820,16_17,92,20.0,79.34,218,"""109""","""118""","""232""",10.0,1.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 14 (7.RP.3),1220820,18_19,145,35.0,76.55,218,"""109""","""1/3""","""2.3""",17.0,7.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 14 (7.RP.3),1220820,19_20,50,11.0,78.0,218,"""109""","""36""","""128""",6.0,1.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 14 (7.RP.3),1061047,15_16,26,23.0,15.38,170.67,"""32""","""512""","""96""",7.0,6.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 14 (7.RP.3),1061047,16_17,51,45.0,13.72,170.67,"""512""","""32""","""96""",9.0,8.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 14 (7.RP.3),1061047,18_19,136,92.0,33.08,170.67,"""512""","""32""","""96""",15.0,15.0,13.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 14 (7.RP.3),1061047,19_20,24,24.0,4.16,170.67,"""32""","""512""","""160""",6.0,4.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 15 (7.RP.3),1221950,17_18,71,38.0,47.88,"4/3 , 1.33","""3/4""","""1/3""","""1.3""",7.0,5.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 15 (7.RP.3),1221950,18_19,146,87.0,41.09,"4/3 , 1.33","""1.3""","""0.75""","""3/4""",12.0,11.0,10.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 15 (7.RP.3),1221950,19_20,127,88.0,31.49,"4/3 , 1.33","""1.3""","""3/4""","""1""",14.0,11.0,7.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 15 (7.RP.3),1221955,17_18,70,52.0,27.14,"(1,4/3) , (1,1.3) , (1,1 1/3) , (1, 1 1/3)","""(3,4)""","""1,1 1/3""","""(4,3)""",9.0,3.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 15 (7.RP.3),1221955,18_19,145,115.0,21.37,"(1,4/3) , (1,1.3) , (1,1 1/3) , (1, 1 1/3)","""(4,3)""","""3,4""","""(3,4)""",10.0,9.0,9.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 15 (7.RP.3),1221955,19_20,101,85.0,16.83,"(1,4/3) , (1,1.3) , (1,1 1/3) , (1, 1 1/3)","""(3,4)""","""(1,1.33)""","""(6,8)""",13.0,7.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,"Exit Ticket---7.1 Lesson 16 (7.RP.2.b, 7.G.1)",1063003,16_17,64,16.0,76.56,"(12,18)","""(0,0) (12,1) (12,18)""","""(0,0) (12,0) (12,16)""",,8.0,7.0,
EngageNY/Eureka Math (© by Great Minds®) *,"Exit Ticket---7.1 Lesson 16 (7.RP.2.b, 7.G.1)",1063003,17_18,59,17.0,72.88,"(12,18)","""(0,0) (12,1) (12,18)""","""(0,0) (12,0) (12,16)""",,14.0,2.0,
EngageNY/Eureka Math (© by Great Minds®) *,"Exit Ticket---7.1 Lesson 16 (7.RP.2.b, 7.G.1)",1063003,18_19,196,59.0,70.4,"(12,18)","""(0,0) (12,1) (12,18)""","""(0,0) (12,0) (12,16)""",,39.0,19.0,
EngageNY/Eureka Math (© by Great Minds®) *,"Exit Ticket---7.1 Lesson 16 (7.RP.2.b, 7.G.1)",1063003,19_20,63,46.0,28.57,"(12,18)","""18""","""(6,9)""","""(18,12)""",6.0,4.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 4 (7.RP.2.a),1057685,15_16,93,32.0,66.66,72,"""40""","""7296""","""96""",9.0,3.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 4 (7.RP.2.a),1057685,17_18,87,24.0,73.56,72,"""40""","""8""","""7296""",7.0,5.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 4 (7.RP.2.a),1057685,18_19,304,83.0,73.02,72,"""40""","""8""","""56""",44.0,9.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 4 (7.RP.2.a),1057686,17_18,86,17.0,81.39,96,"""108""","""92""","""94""",7.0,2.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 4 (7.RP.2.a),1057686,18_19,309,32.0,89.96,96,"""108""","""92""","""98""",9.0,3.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 8 (7.RP.2.b),1060382,15_16,107,40.0,63.55,9,"""8""","""1/9""","""8/1""",11.0,4.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 8 (7.RP.2.b),1060382,18_19,318,90.0,72.01,9,"""1/9""","""8""","""2/18""",31.0,15.0,8.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 8 (7.RP.2.b),1060382,19_20,135,54.0,60.74,9,"""8""","""2/18""","""1/9""",14.0,7.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 8 (7.RP.2.b),1060383,15_16,106,66.0,38.67,8,"""9""","""1""","""1/9""",51.0,3.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 8 (7.RP.2.b),1060383,17_18,22,10.0,59.09,8,"""9""","""9/1""",,8.0,1.0,
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 8 (7.RP.2.b),1060383,18_19,316,112.0,64.87,8,"""9""","""9/1""","""2""",81.0,11.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 8 (7.RP.2.b),1060383,19_20,140,91.0,35.0,8,"""9""","""9/1""","""18/2""",67.0,6.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 8 (7.RP.2.b),1060384,15_16,101,17.0,84.15,9,"""8""","""1/9""","""34""",6.0,6.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 8 (7.RP.2.b),1060384,18_19,293,21.0,93.17,9,"""8""","""1/9""","""2""",11.0,3.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 8 (7.RP.2.b),1060384,19_20,84,18.0,79.76,9,"""8""","""1/9""","""16.2""",9.0,1.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 8 (7.RP.2.b),1060386,15_16,100,21.0,79.0,8h,"""9h""","""h""","""2h/5""",7.0,4.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 8 (7.RP.2.b),1060386,18_19,268,24.0,91.41,8h,"""9h""","""1h""","""2h""",10.0,4.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 8 (7.RP.2.b),1060386,19_20,72,16.0,79.16,8h,"""9h""","""h""","""2h/$18""",13.0,1.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 8 (7.RP.2.b),1060389,18_19,274,21.0,92.7,80,"""90""","""90.00""","""9""",7.0,2.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 8 (7.RP.2.b),1060389,19_20,69,14.0,81.15,80,"""90""","""20""","""1""",9.0,1.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 8 (7.RP.2.b),1060381,15_16,100,85.0,15.0,5.56,"""6""","""5""","""5.6""",24.0,19.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 8 (7.RP.2.b),1060381,18_19,271,218.0,19.92,5.56,"""6""","""5""","""5.5""",70.0,38.0,33.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.1 Lesson 8 (7.RP.2.b),1060381,19_20,66,53.0,21.21,5.56,"""6""","""5.5""","""5""",19.0,8.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.2 Lesson 12 (7.NS.2.b),1547191,18_19,34,16.0,55.88,-3,"""3""","""5""","""-2""",10.0,2.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.2 Lesson 12 (7.NS.2.b),1547191,19_20,49,12.0,77.55,-3,"""3""","""-4""","""-24""",7.0,2.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.2 Lesson 13 (7.NS.2.b),1463919,17_18,68,47.0,32.35,3 7/2000,"""3 35/10000""","""3 35/1000""","""3 7/200""",16.0,4.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.2 Lesson 13 (7.NS.2.b),1463919,18_19,80,66.0,17.5,3 7/2000,"""3 35/10000""","""3 7/200""","""30035/10000""",16.0,7.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.2 Lesson 2 (7.NS.1.b),1463818,17_18,52,18.0,67.3,-4,"""4""","""0""","""2""",10.0,3.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.2 Lesson 2 (7.NS.1.b),1463818,18_19,100,20.0,80.0,-4,"""4""","""-5""","""-3""",10.0,2.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.2 Lesson 23 (7.EE.4.a),1464052,17_18,34,23.0,35.29,110,"""11""","""13.72""","""13""",16.0,1.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.2 Lesson 23 (7.EE.4.a),1464052,18_19,36,22.0,41.66,110,"""11""","""6""","""12.1""",8.0,1.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.2 Lesson 3 (7.NS.1.b),1463833,17_18,56,23.0,60.71,-9,"""9""","""-10""","""-4""",10.0,3.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.2 Lesson 3 (7.NS.1.b),1463833,18_19,53,17.0,69.81,-9,"""9""","""-10""","""14""",6.0,4.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.2 Lesson 8 (7.NS.1.d),1067760,17_18,30,18.0,40.0,-3 1/4,"""3 1/4""","""6 3/4""","""3.25""",6.0,5.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.2 Lesson 8 (7.NS.1.d),1067760,18_19,56,45.0,21.42,-3 1/4,"""3 1/4""","""-4 3/4""","""6 3/4""",12.0,9.0,9.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.2 Lesson 8 (7.NS.1.d),1067760,19_20,127,84.0,34.64,-3 1/4,"""3 1/4""","""-4 3/4""","""6 3/4""",23.0,10.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.3 Lesson 1 (7.EE.1),1223080,16_17,238,47.0,80.67,7x + 9,"""16x""","""7x+8""","""10x+9""",11.0,5.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.3 Lesson 1 (7.EE.1),1223080,17_18,239,34.0,86.19,7x + 9,"""7x+3""","""5x+11x""","""10x+9""",7.0,4.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.3 Lesson 1 (7.EE.1),1223080,18_19,265,56.0,79.24,7x + 9,"""16x""","""8x+9""","""10x""",19.0,5.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.3 Lesson 1 (7.EE.1),1223082,16_17,148,58.0,61.48,8a - 28b + 15c,"""8a+28b+15c""","""8a + 28b + 15c""","""8a+7-4b+15c""",8.0,2.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.3 Lesson 1 (7.EE.1),1223082,17_18,222,54.0,76.12,8a - 28b + 15c,"""8a+28b+15c""","""8a-28b+8c""","""8a+-28b+8c""",9.0,2.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.3 Lesson 1 (7.EE.1),1223082,18_19,170,41.0,76.47,8a - 28b + 15c,"""8a+28b+15c""","""8a-28b+3c+15""","""8a+3b+15c""",9.0,2.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.3 Lesson 1 (7.EE.1),1223082,19_20,158,45.0,72.15,8a - 28b + 15c,"""8a+28b+15c""","""8a + (28b) + 15c""","""8a+(-11b)+(15c)""",9.0,2.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.3 Lesson 18 (7.G.4),1082280,16_17,69,49.0,30.43,25pi,"""5pi""","""78.5pi""","""50pi""",7.0,5.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.3 Lesson 18 (7.G.4),1082280,19_20,105,58.0,45.71,25pi,"""78.5""","""25""","""50pi""",28.0,5.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.3 Lesson 18 (7.G.4),1082281,16_17,66,33.0,50.0,78.5,"""25""","""30""","""25.1""",7.0,7.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.3 Lesson 18 (7.G.4),1082281,19_20,106,35.0,67.92,78.5,"""30""","""20""","""25""",10.0,5.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.3 Lesson 2 (7.EE.1),1073707,15_16,64,48.0,26.56,4m-2,"""4m+2""","""2-4m""","""-4m+2""",17.0,5.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.3 Lesson 2 (7.EE.1),1073707,16_17,41,34.0,19.51,4m-2,"""-4m+2""","""4m+2""","""-2m""",10.0,8.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.3 Lesson 2 (7.EE.1),1073707,17_18,219,151.0,31.5,4m-2,"""4m+2""","""-4m+2""","""2m""",78.0,32.0,16.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.3 Lesson 2 (7.EE.1),1073707,18_19,78,54.0,32.05,4m-2,"""4m+2""","""-4m+2""","""4m + 2""",26.0,10.0,7.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.3 Lesson 2 (7.EE.1),1073707,19_20,117,74.0,37.6,4m-2,"""4m+2""","""-4m+2""","""-2m""",28.0,21.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,"Exit Ticket---7.3 Lesson 4 (7.EE.1, 7.EE.2)",1073828,15_16,132,86.0,35.6,-5h-2,"""11h-2""","""5h-2""","""-2+11h""",15.0,7.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,"Exit Ticket---7.3 Lesson 4 (7.EE.1, 7.EE.2)",1073828,17_18,105,49.0,54.28,-5h-2,"""11h-2""","""12h-2""","""-h-2""",9.0,3.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,"Exit Ticket---7.3 Lesson 4 (7.EE.1, 7.EE.2)",1073828,18_19,81,42.0,49.38,-5h-2,"""11h-2""","""-5h+2""","""7h-2""",7.0,3.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,"Exit Ticket---7.3 Lesson 4 (7.EE.1, 7.EE.2)",1073828,19_20,109,47.0,57.79,-5h-2,"""7h-1""","""5h-2""","""12h-2""",6.0,3.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 1 (7.RP.1),1086934,18_19,134,41.0,70.14,.125,""".8""","""12.5""","""0.8""",6.0,5.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 1 (7.RP.1),1086934,19_20,76,11.0,86.84,.125,"""12.5""",""".30""",""".125 .8""",6.0,1.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 1 (7.RP.1),1086935,15_16,116,45.0,62.06,12.5,"""12.5%""","""125""","""125%""",25.0,5.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 1 (7.RP.1),1086935,17_18,33,10.0,72.72,12.5,"""12.5%""","""12""","""12.4""",6.0,1.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 1 (7.RP.1),1086935,18_19,133,46.0,66.16,12.5,"""12.5%""","""125""","""1/8""",17.0,6.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 1 (7.RP.1),1086935,19_20,76,19.0,75.0,12.5,"""12.5%""","""1.25""","""0.00125""",9.0,2.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 1 (7.RP.1),1086936,18_19,125,40.0,68.8,"9/8 , 1 1/8","""125/1000""","""1/8""","""11/8""",10.0,4.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 1 (7.RP.1),1086936,19_20,75,36.0,53.33,"9/8 , 1 1/8","""1 1/8""","""125/1000""","""1125/1000""",14.0,7.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 1 (7.RP.1),1086938,15_16,102,69.0,33.33,1/250,"""2/5""","""40/100""","""4/10""",26.0,6.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 1 (7.RP.1),1086938,16_17,20,11.0,45.0,1/250,"""2/5""","""0.4""","""1/3""",7.0,2.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 1 (7.RP.1),1086938,17_18,25,20.0,20.0,1/250,"""2/5""","""4/10""","""2/500""",8.0,3.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 1 (7.RP.1),1086938,18_19,126,86.0,32.53,1/250,"""2/5""","""4/1000""",""".004""",35.0,5.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 1 (7.RP.1),1086938,19_20,30,23.0,26.66,1/250,"""2/5""","""4/10""","""1/50""",11.0,2.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 1 (7.RP.1),1086939,15_16,98,39.0,61.22,".004 , 0.004","""0.4""",""".4""",""".25""",8.0,6.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 1 (7.RP.1),1086939,18_19,125,53.0,58.4,".004 , 0.004",""".4""","""0.4""","""0.04""",9.0,8.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 1 (7.RP.1),1086939,19_20,31,25.0,22.58,".004 , 0.004","""0.004""","""0.4""","""0.0125""",14.0,3.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,"Exit Ticket---7.4 Lesson 10 (7.RP.3, 7.EE.3)",1089787,16_17,28,21.0,25.0,56.25,"""56.26""","""12""","""261""",7.0,1.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,"Exit Ticket---7.4 Lesson 10 (7.RP.3, 7.EE.3)",1089787,17_18,66,30.0,56.06,56.25,"""56.26""","""66.26""","""5625""",8.0,2.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,"Exit Ticket---7.4 Lesson 10 (7.RP.3, 7.EE.3)",1089787,19_20,127,48.0,62.99,56.25,"""56.26""","""28.13""","""80""",16.0,6.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 3 (7.RP.2.c),1086983,15_16,54,42.0,24.07,"13 1/3 , 13.3","""750""","""10.8""","""13""",6.0,5.0,5.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 3 (7.RP.2.c),1086983,17_18,63,46.0,28.57,"13 1/3 , 13.3","""750""","""13.3""","""13.33""",12.0,8.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 3 (7.RP.2.c),1086983,18_19,278,152.0,45.68,"13 1/3 , 13.3","""750""","""7.5""","""13""",28.0,22.0,20.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 3 (7.RP.2.c),1086986,15_16,42,27.0,38.09,250,"""40""","""3""","""13 1/3""",13.0,2.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 3 (7.RP.2.c),1086986,17_18,45,23.0,51.11,250,"""40""","""33 1/3""","""33.3""",8.0,4.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 3 (7.RP.2.c),1086986,18_19,181,114.0,37.56,250,"""40""","""2.5""","""33 1/3""",72.0,6.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 3 (7.RP.2.c),1086986,19_20,27,22.0,22.22,250,"""40""",""".4""","""250%""",16.0,1.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 6 (7.RP.3),1087626,15_16,25,13.0,48.0,20,"""80""","""25""","""12.5""",6.0,4.0,1.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 6 (7.RP.3),1087626,17_18,149,70.0,53.69,20,"""80""","""28""","""125""",24.0,11.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 6 (7.RP.3),1087626,18_19,70,39.0,45.71,20,"""80""","""125""","""45""",13.0,3.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 6 (7.RP.3),1087627,17_18,146,65.0,56.16,70,"""105""","""16.8""","""1.05""",34.0,5.0,4.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 6 (7.RP.3),1087627,18_19,64,34.0,48.43,70,"""105""","""16.8""","""28""",11.0,2.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,"Exit Ticket---7.4 Lesson 7 (7.RP.1, 7.RP.2.c, 7.RP.3)",1089598,17_18,76,24.0,69.73,85.50,"""28.5""","""114""","""28.50""",6.0,5.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,"Exit Ticket---7.4 Lesson 7 (7.RP.1, 7.RP.2.c, 7.RP.3)",1089598,18_19,161,51.0,68.94,85.50,"""28.5""","""114""","""85""",11.0,7.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,"Exit Ticket---7.4 Lesson 7 (7.RP.1, 7.RP.2.c, 7.RP.3)",1225642,17_18,73,37.0,50.68,150,"""50""","""28.5""","""1.5""",11.0,5.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,"Exit Ticket---7.4 Lesson 7 (7.RP.1, 7.RP.2.c, 7.RP.3)",1225642,18_19,156,69.0,56.41,150,"""50""","""1.5""","""28.5""",15.0,8.0,6.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 8 (7.RP.3),1089688,17_18,53,32.0,41.5,4.3,"""4.3""","""4.34""","""4.4""",7.0,3.0,2.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 8 (7.RP.3),1089688,18_19,134,114.0,15.67,4.3,"""4.3""","""4.35""","""4.2""",39.0,21.0,8.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 8 (7.RP.3),1089690,16_17,51,31.0,41.17,12,"""15.6""","""15.5""","""13.4""",6.0,3.0,3.0
EngageNY/Eureka Math (© by Great Minds®) *,Exit Ticket---7.4 Lesson 8 (7.RP.3),1089690,17_18,47,30.0,38.29,12,"""15.6""","""15.5""","""15.58""",13.0,3.0,2.0
